2 1000
0.241453 0.425069 2.97439
0.867251 0.914586 2.36847
0.797018 0.0458351 2.96783
0.929681 0.903957 2.47174
0.942408 0.936936 2.37185
0.379409 0.435725 3.21715
0.89625 0.472552 3.84283
0.947004 0.0153726 3.00773
0.495599 0.013781 2.46307
0.614269 0.994583 1.82504
0.00274913 0.483856 2.03912
0.955592 0.311996 3.90343
0.625579 0.0170489 2.65001
0.37525 0.0312235 2.34972
0.643285 0.160494 3.20288
0.473974 0.0865928 2.7164
0.179154 0.421827 2.83975
0.701422 0.566408 3.44318
0.498704 0.904236 1.95473
0.178282 0.276094 2.73765
0.828069 0.117135 3.27155
0.422823 0.800422 2.24044
0.632919 0.70244 2.9169
0.0122507 0.497238 2.13521
0.933964 0.823098 2.78261
0.0545707 0.645729 1.99727
0.666122 0.150497 3.19861
0.530839 0.336094 3.43165
0.224931 0.427521 2.93885
0.848009 0.0459646 3.02457
0.431115 0.637306 2.87151
0.876285 0.226071 3.65819
0.50757 0.509591 3.31755
0.598288 0.395643 3.54691
0.605531 0.920899 2.04047
0.47867 0.610286 3.02828
0.919149 0.236138 3.72768
0.302468 0.113086 2.53702
0.407114 0.417236 3.2713
0.976135 0.563087 3.75259
0.833597 0.878589 2.46184
0.644144 0.0644189 2.86001
0.315243 0.636473 2.68402
0.114624 0.960568 1.03239
0.806523 0.533365 3.64197
0.487113 0.724542 2.6369
0.526436 0.855281 2.17521
0.265616 0.61328 2.66612
0.517946 0.346796 3.42256
0.412868 0.801518 2.22066
0.929228 0.185762 3.60447
0.170683 0.846959 1.58251
0.554773 0.110553 2.9176
0.717129 0.377068 3.69172
0.560946 0.474113 3.44537
0.368849 0.79296 2.18442
0.0431801 0.359817 2.40696
0.398053 0.160087 2.8593
0.587824 0.299003 3.46398
0.936173 0.440536 3.91687
0.180035 0.997726 1.09779
0.699511 0.947778 2.06793
0.781775 0.571191 3.52413
0.328888 0.445376 3.12486
0.0505563 0.914527 0.955843
0.524545 0.385901 3.44814
0.74366 0.330083 3.69351
0.481017 0.00911275 2.42355
0.350363 0.403537 3.18289
0.541838 0.109007 2.89453
0.248775 0.20946 2.74075
0.979224 0.734882 3.17981
0.611169 0.0585051 2.79544
0.182415 0.158583 2.44684
0.860313 0.03424 2.99159
0.816025 0.0407859 2.9691
0.584732 0.100196 2.9195
0.866073 0.0150402 2.92139
0.258076 0.247158 2.8513
